5.612668395042419434e-01,4.452569621801376609e-01,5.492333416948520863e+01
5.894305109977722168e-01,4.301054120063781960e-01,1.003428114194301344e+02
5.873510241508483887e-01,4.115633368492126465e-01,1.521569363129755175e+02
5.692985057830810547e-01,4.115633368492126465e-01,1.611056667912148725e+02
5.851987600326538086e-01,4.115633368492126465e-01,1.579829730696385752e+02
5.678058266639709473e-01,4.115633368492126465e-01,1.573927347819335694e+02
5.913417339324951172e-01,4.115633368492126465e-01,1.390722078846252430e+02
5.674262046813964844e-01,4.115633368492126465e-01,1.563484949466222247e+02
5.073574185371398926e-01,4.115633368492126465e-01,1.615267039783168457e+01
5.068884491920471191e-01,4.115633368492126465e-01,1.610124921793513408e+01
5.049189329147338867e-01,4.325968128442764238e-01,9.176181126854253023e+00
5.015683770179748535e-01,3.987019002437591775e-01,1.187576281348484386e+01
5.041529536247253418e-01,4.115633368492126465e-01,1.568953631754313172e+01
5.896599888801574707e-01,4.115633368492126465e-01,1.449014146118161648e+02
5.693541169166564941e-01,4.115633368492126465e-01,1.612315356584022936e+02
5.911931991577148438e-01,4.240792375802993619e-01,1.141244686804838295e+02
5.727099180221557617e-01,4.780492603778839222e-01,3.312120993048521456e+01
5.708799958229064941e-01,4.111124426126480103e-01,1.650399329202073773e+02
5.790638327598571777e-01,4.522907978296279996e-01,6.190107605013514558e+01
5.912916660308837891e-01,3.831312793493271140e-01,1.137553675831069313e+02
5.759891271591186523e-01,3.497709241509437406e-01,4.858144726030920424e+01
5.799258947372436523e-01,4.062062400579452559e-01,1.723550948542671222e+02
5.834342837333679199e-01,4.017737406492233321e-01,1.652673014843568637e+02
5.727021694183349609e-01,4.115633368492126465e-01,1.670670527758188086e+02
5.738139152526855469e-01,3.996590101718902610e-01,1.700490591794070951e+02
5.687220096588134766e-01,4.115633368492126465e-01,1.597474354108832699e+02
5.658810734748840332e-01,3.936744916439056663e-01,1.436883743605417862e+02
5.552018284797668457e-01,4.022101449966430931e-01,1.109626904152610365e+02
5.537239909172058105e-01,3.956972303986549533e-01,9.864541578256340415e+01
5.728626251220703125e-01,4.205784815549850619e-01,1.436323086100386774e+02
5.777181386947631836e-01,5.008239111304283453e-01,1.745551713828756846e+01
5.772781372070312500e-01,4.211902824044227445e-01,1.437313446385574025e+02
6.092287302017211914e-01,3.727964800596237360e-01,4.651868731182017314e+01
6.007122397422790527e-01,3.973985397815704146e-01,9.961818700382929137e+01
5.951610803604125977e-01,4.479441493749618530e-01,5.767026164182071568e+01
5.828984975814819336e-01,4.734852343797683605e-01,4.339243620892625586e+01
5.647503137588500977e-01,3.717769476771354831e-01,8.552469445330289943e+01
5.852449536323547363e-01,4.227201953530311807e-01,1.309364651120303620e+02
5.966212749481201172e-01,3.791628000140190302e-01,9.116578858866911617e+01
5.774617195129394531e-01,4.338993665575980874e-01,9.839878783852232402e+01
5.839938521385192871e-01,3.628655174374580406e-01,7.865767822100472983e+01
5.826677083969116211e-01,4.552299723029136769e-01,5.946846242420993889e+01
5.689398050308227539e-01,4.437576943635940796e-01,6.813279961784807881e+01
5.720063447952270508e-01,3.220505982637405507e-01,1.124215635616558551e+01
5.921465158462524414e-01,4.197128522396087469e-01,1.224814073428585743e+02
5.804490447044372559e-01,4.734007775783538596e-01,4.278262274160210410e+01
5.666071772575378418e-01,4.311598423123359503e-01,9.725997804672338987e+01
5.720276832580566406e-01,4.105832612514495605e-01,1.676774230151303868e+02
5.632368922233581543e-01,3.564195778965950079e-01,5.002460844786902072e+01
5.840517878532409668e-01,5.524098855257034701e-01,1.111559924289700874e+01
5.516796708106994629e-01,3.956812733411789185e-01,8.959218562956829146e+01
5.908090472221374512e-01,4.362219411134720115e-01,8.172145840618486545e+01
5.919255614280700684e-01,4.516567361354827947e-01,5.782994719307193776e+01
6.052660942077636719e-01,4.358821007609367526e-01,5.581739167566924209e+01
5.969321727752685547e-01,5.549997365474701461e-01,8.965834363160025688e+00
5.853991508483886719e-01,3.624151280522346363e-01,7.642631044024720666e+01
5.866991877555847168e-01,5.093712598085403664e-01,1.306190645106205928e+01
5.725610256195068359e-01,3.807651221752166859e-01,1.243179078021013453e+02
5.841659903526306152e-01,3.795122393965721375e-01,1.201499849878867394e+02
5.951517820358276367e-01,3.728498592972755432e-01,8.350147993497924404e+01
5.761314034461975098e-01,4.015111199021339505e-01,1.730424944093934130e+02
5.679922103881835938e-01,4.199897703528404080e-01,1.372590905478741945e+02
5.769480466842651367e-01,3.918260210752487205e-01,1.566344889704775198e+02
5.814712643623352051e-01,3.547811669111251565e-01,6.017674991919876248e+01
5.976375937461853027e-01,4.013217532634735241e-01,1.152511405403267162e+02
5.583760738372802734e-01,4.048981750011443892e-01,1.264125303054455571e+02
5.966412425041198730e-01,3.860624206066131658e-01,1.023265768904324631e+02
5.845167040824890137e-01,3.579176974296569558e-01,6.622780052643661008e+01
5.685719847679138184e-01,4.212108242511749534e-01,1.346284563625116846e+02
6.159793138504028320e-01,4.212867811322212330e-01,4.236546657146926265e+01
5.633903741836547852e-01,4.055565530061721602e-01,1.478406775932027983e+02
6.066142320632934570e-01,4.006475800275802746e-01,7.683394336390900037e+01
5.851364731788635254e-01,3.845038539171218850e-01,1.308433166137899661e+02
5.855187177658081055e-01,5.546724575757980835e-01,1.079779197829636672e+01
5.887265205383300781e-01,3.815817987918853627e-01,1.168705315290288951e+02
5.852445960044860840e-01,4.115023133158683954e-01,1.579530867249816595e+02
5.719776153564453125e-01,4.115633368492126465e-01,1.661015055272497705e+02
5.559276938438415527e-01,3.881682842969894631e-01,9.559018493673279693e+01
5.711502432823181152e-01,4.151725748181342990e-01,1.573206185057780431e+02
5.752767324447631836e-01,3.157183229923248291e-01,8.414879615429814663e+00
5.480209589004516602e-01,4.193265873193741111e-01,6.672247441801808066e+01
5.936683416366577148e-01,3.780491542816162287e-01,9.736291887004699674e+01
5.480209589004516602e-01,4.114736625552177229e-01,7.525374824048115840e+01
5.829104185104370117e-01,3.514646703004837280e-01,5.188638106703177044e+01
5.694715976715087891e-01,3.407856175303459190e-01,2.877034461122627107e+01
5.536887645721435547e-01,3.861509126424789162e-01,8.300601416594037119e+01
6.101291775703430176e-01,4.529267314076423911e-01,3.478152059389194051e+01
5.705773830413818359e-01,3.872640824317932218e-01,1.393541437095949789e+02
5.800347328186035156e-01,4.094977650046348616e-01,1.700821399188300234e+02
5.459709763526916504e-01,4.235564786195755160e-01,5.401752149349318444e+01
5.825400948524475098e-01,4.772213536500931053e-01,3.917714052175809059e+01
5.775011777877807617e-01,3.819128575921058588e-01,1.308290743507285185e+02
5.336769223213195801e-01,4.255346485972404391e-01,2.374343782525468072e+01
5.661512613296508789e-01,3.660486808419227689e-01,7.513236419000740796e+01
5.845597982406616211e-01,4.683848688006401195e-01,4.877084230015347543e+01
5.672807693481445312e-01,4.439551576972007862e-01,6.587403269398561179e+01
5.776379704475402832e-01,3.763338893651962391e-01,1.155235691559715292e+02
5.652760267257690430e-01,4.527998849749564902e-01,5.050162940143583512e+01
5.752525925636291504e-01,3.692507931590080505e-01,9.547777202412284225e+01
5.668590068817138672e-01,3.736482509970665000e-01,9.492401229764772097e+01
5.708095431327819824e-01,4.074786746501922741e-01,1.688194941906893689e+02
5.817790031433105469e-01,3.919923889636993675e-01,1.534481327912515383e+02
5.660359859466552734e-01,4.326301413774490401e-01,9.167879007984060991e+01
5.689657330513000488e-01,4.004075357317924411e-01,1.630681935962707314e+02
5.981364250183105469e-01,3.630790200829505654e-01,5.801401494638513867e+01
5.563734769821166992e-01,4.115633368492126465e-01,1.130094244651299107e+02
5.890696644783020020e-01,4.217104998230933877e-01,1.259070780764805164e+02
5.784665942192077637e-01,4.201381611824035467e-01,1.469983383616308856e+02
6.052519679069519043e-01,4.749690154194831648e-01,3.007971741771332574e+01
5.507764816284179688e-01,3.979376581311225847e-01,8.777943294655970874e+01
5.696112513542175293e-01,4.081081482768058599e-01,1.659558040962392909e+02
5.679799318313598633e-01,3.957428276538849099e-01,1.536790230737158254e+02
5.809543728828430176e-01,3.721487376093864374e-01,1.038969782580133057e+02
5.729191303253173828e-01,3.990810686349868797e-01,1.684168026652397998e+02
5.779570341110229492e-01,4.171075248718261741e-01,1.565059881642751236e+02
5.645018219947814941e-01,3.817943286895751909e-01,1.103129923575451556e+02
5.755420923233032227e-01,3.858252352476119751e-01,1.410180516869179144e+02
5.915095806121826172e-01,4.283055102825164551e-01,1.015844928162849499e+02
5.284859538078308105e-01,3.957010471820831543e-01,2.155480544074815086e+01
5.484506487846374512e-01,3.765338918566703552e-01,4.888827282853123535e+01
5.359782576560974121e-01,3.561044862866401539e-01,1.018010411847669161e+01
5.605459809303283691e-01,4.837555924057960755e-01,1.845952050391102972e+01
5.574571490287780762e-01,5.168434211611747653e-01,9.924398439090204249e+00
5.753680467605590820e-01,3.723911023139953591e-01,1.038729762491634716e+02
6.162651181221008301e-01,4.364999037981033281e-01,3.240290049584139354e+01
5.792210102081298828e-01,4.554593962430953935e-01,5.897742070014492555e+01
5.547767877578735352e-01,3.963523986935615362e-01,1.041512588051023727e+02
5.728244781494140625e-01,4.501624003052711598e-01,6.155457186670631131e+01
5.624940395355224609e-01,3.656474465131759888e-01,6.665896675202215249e+01
5.563675165176391602e-01,4.227232149243354553e-01,9.234899685494929145e+01
6.010146737098693848e-01,4.027916699647903220e-01,1.012850439396317626e+02
5.971903800964355469e-01,3.812870094180106917e-01,9.299612764100757545e+01
5.709254145622253418e-01,4.602856627106666765e-01,4.917382116349501331e+01
6.075386404991149902e-01,3.758384293317794667e-01,5.430855229426721564e+01
6.158953309059143066e-01,3.829554775357246199e-01,3.711576857944847774e+01
5.971655845642089844e-01,3.506935098767280379e-01,3.642747506996661855e+01
6.116714477539062500e-01,4.764693856239318737e-01,2.232529492305220131e+01
5.627725720405578613e-01,4.270989042520523249e-01,1.012736876140807851e+02
5.890650153160095215e-01,5.903150337934494063e-01,4.209588001101230326e+00
5.952392220497131348e-01,4.791495531797408947e-01,3.456669126776974110e+01
5.774269104003906250e-01,5.193890988826751487e-01,1.297132164318916381e+01
5.996163487434387207e-01,4.370387506484985085e-01,6.546078411400677055e+01
5.813817381858825684e-01,3.987966766953468523e-01,1.660669193014598193e+02
5.373171567916870117e-01,4.194104269146919362e-01,3.429350705133309418e+01
5.913916826248168945e-01,4.275117847323417486e-01,1.040712620062708140e+02
6.162854433059692383e-01,4.646826523542404441e-01,2.302165413270881800e+01
5.600984692573547363e-01,4.424388113617896967e-01,5.760913947578397654e+01
